EXPOCODE,cruise,date,StationID,BottleID,LATITUDE,LONGITUDE,depth,Temperature,Salinity,NO3_plus_NO2,SRP,DOP,DOP_flag,region,method,reference
,BIOSOPE,2004-10-28,21,21,-8.32545,-141.27521,5.6,27.793,35.56,1.54,0.39,0.21,2,South Pacific,Wet oxidation,Raimbault; P.; Garcia; N.; and Cerutti; F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean   evidence for long-term accumulation of organic matter in nitrogen-depleted waters; Biogeosciences; 5; 281 298; https://doi.org/10.5194/bg-5-281-2008; 2008
,Latitude II,,,,-24.268,-36.346,90,,,,,0.08,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,105,,,,,0.11,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,120,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,140,,,,,0.09,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,150,,,,,0.05,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,175,,,,,0.08,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,200,,,,,0.04,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,400,,,,,0.06,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-24.268,-36.346,600,,,,,0.07,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,25,,,,,0.01,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,60,,,,,0.03,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,115,,,,,0.03,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,125,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,135,,,,,0.07,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,150,,,,,0.01,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-26.002,-38.171,400,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,5,,,,,0.04,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,35,,,,,0.1,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,50,,,,,0.05,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,75,,,,,0.07,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,90,,,,,0.04,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,105,,,,,0.08,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,120,,,,,0.11,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,130,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,140,,,,,0.06,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,150,,,,,0.01,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,250,,,,,0.05,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,600,,,,,0.03,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-28.087,-40.143,800,,,,,0.01,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,5,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,10,,,,,0.02,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,30,,,,,0.1,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,60,,,,,0.06,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,90,,,,,0.05,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Latitude II,,,,-30.577,-42.543,110,,,,,0.07,2,South Atlantic,Wet oxidation,Vidal; Montserrat Duarte; Carlos M. Agusti; Susana; (1999); Dissolved organic nitrogen and phosphorus pools and fluxes in the central Atlantic Ocean; Limnology and Oceanography; 1; doi: 10.4319/lo.1999.44.1.0106.
,Pulse-26 cruise,,,,34.833,-123,25,,,,,0.23,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,34.833,-123,85,,,,,0.23,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,34.833,-123,1282,,,,,0.09,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,34.833,-123,1600,,,,,0.09,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,34.833,-123,2515,,,,,0.07,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,34.833,-123,3466,,,,,0.08,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.45,-122.35,22,,,,,0.23,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.45,-122.35,189,,,,,0.13,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.45,-122.35,1628,,,,,0.1,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.45,-122.35,2568,,,,,0.09,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.45,-122.35,3152,,,,,0.08,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.667,-121.45,25,,,,,0.2,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.667,-121.45,100,,,,,0.17,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.667,-121.45,419,,,,,0.01,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,Pulse-26 cruise,,,,35.667,-121.45,483,,,,,0.08,2,North Pacific,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,3,,,,,0.22,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,10,,,,,0.2,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,20,,,,,0.23,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,94,,,,,0.15,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,142,,,,,0.15,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,772,,,,,0.1,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,1289,,,,,0.07,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,1700,,,,,0.06,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,3600,,,,,0.07,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,STN F,,,,-54,-176,4295,,,,,0.08,2,Southern Ocean,ash/hydrolysis,Loh; A. N.; & Bauer; J. E. (2000). Distribution; partitioning and fluxes of dissolved and particulate organic C; N and P in the eastern North Pacific and Southern Oceans. Deep Sea Research Part I: Oceanographic Research Papers; 47(12); 2287-2316.; https://doi.org/10.1016/S0967-0637(00)00027-3
,KT00A;B,,,,35,139.333,1,,,,,0.37,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,9,,,,,0.53,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,20,,,,,0.3,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,30,,,,,0.36,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,50,,,,,0.25,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,75,,,,,0.27,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,100,,,,,0.2,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,35,139.333,151,,,,,0.22,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,2,,,,,0.3,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,10,,,,,0.21,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,20,,,,,0.43,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,30,,,,,0.35,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,50,,,,,0.43,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,75,,,,,0.22,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,100,,,,,0.25,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,150,,,,,0.23,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,2001,,,,,0.05,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KT00A;B,,,,33.107,141.3,3000,,,,,0.04,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KH01Eq,,,,0,159.998,10,,,,,0.21,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
,KH01Eq,,,,0,159.998,51,,,,,0.34,2,North Pacific,ash/hydrolysis,Suzumura; M.; & Ingall; E. D. (2004). Distribution and dynamics of various forms of phosphorus in seawater: insights from field observations in the Pacific Ocean and a laboratory experiment. Deep Sea Research Part I: Oceanographic Research Papers; 51(8); 1113-1130.; https://doi.org/10.1016/j.dsr.2004.05.001
